927.369,429.657,996.631,679,611.299,1282.03,13294.1,1,18.226
758.394,429.634,819.606,650,-767.549,1272.51,15791.8,1,18.0527
579.732,429.672,654.268,698,-1784.04,1336.04,12506.9,1,18.0176
489.316,429.675,564.684,701,-2357.41,1332.78,12287.6,1,17.3168
705.92,429.625,764.08,639,-1162.48,1109.47,14879,1,17.2264
824.108,429.578,865.892,580,-380.763,895.64,21169.3,1,17.1783
360.076,429.544,389.924,537,-7584.77,518.556,27585.2,1,16.8638
636.622,429.679,713.378,706,-1321.71,1324.86,11914.4,0,16.8282
879.831,429.58,922.169,582,272.829,937.46,21599.5,0,16.8222
397.888,429.591,444.112,596,-4942.13,1010.09,19783.8,0,13.3505
