838.295,429.727,931.705,766,39.8295,1476.97,10256.5,1,19.4215
384.977,429.637,447.023,653,-4389.94,1429.25,17383.1,1,18.0268
649.532,429.633,710.468,649,-1994.49,1475.3,18433.4,1,17.9833
762.635,429.569,801.365,569,-1238,856.97,23611.7,0,17.9026
472.116,429.636,533.884,652,-3751.08,1494.66,18300.3,1,17.8641
545.002,429.613,598.998,624,-3164.4,1255.65,18920.3,1,17.674
726.222,429.601,775.778,608,-1280.36,1063.28,18454.1,0,17.5755
335.141,429.613,388.859,623,-4931.79,1150.81,17484.6,1,11.1393
922.663,429.575,963.337,576,773.39,871.747,21727.7,1,10.3552
785.308,429.617,840.692,629,-585.885,1140.96,16512,0,10.1487
